text,all_keyphrases,best_keyphrase,bertscore,all_scores
"""a revivified c.i.a. is necessary today to fight against radicalism, militancy and the forces of anarchy that threaten the region from bangladesh to morocco."" mr. nawaz, the cia is one of the biggest contributors to radicalism and wars. your own country of origin is exhibit 1.","['Revived CIA necessary', 'Fight against radicalism', 'CIA contributes to radicalism', 'Militancy threatens region', 'Country of origin exhibit 1']",CIA contributes to radicalism,0.8594717383384705,"[0.8216564655303955, 0.857433021068573, 0.8594717383384705, 0.8291030526161194, 0.8218269944190979]"
"""assad has been key to its [isis] rise in syria and beyond."" i beg to differ. saudi arabia and qatar, at the behest of the us state department and encouraged by neocon pnacers, have been key to the rise of isis. when mr hassan introduces as a fact a proposition that is not factual, i feel free to discount his opinion.","['Assad key to ISIS rise', 'Saudi Arabia and Qatar key to ISIS rise', 'US State Department role in ISIS rise', 'Neocon involvement in ISIS rise', ""Hassan's inaccurate proposition""]",Saudi Arabia and Qatar key to ISIS rise,0.8456112146377563,"[0.8433980941772461, 0.8456112146377563, 0.8454186916351318, 0.8284637331962585, 0.8095756769180298]"
"""atlantic offshore exploration and development could add $23.5 billion to the u.s. economy, create 280,000 jobs, generate $51 billion in state and federal revenue and produce an additional 1.3 million barrels of oil equivalent per day."" and how many tons per day of carbon dioxide into the atmosphere? just a thought. just another thought: how about we leave something in the ground as a legacy for our great great grandchildren and in the meantime, tighten our belts and initiate other ways of doing what we need to do? larry lundgren has an excellent suggestion below, and there are many more. let's think about emerging out of the age of petroleum into what must come next if we are to survive on this planet.","['Offshore exploration economic benefits', 'Job creation from offshore drilling', 'Revenue generation from offshore oil', 'Increased oil production', 'Sustainable energy transition']",Increased oil production,0.8243030309677124,"[0.8203579783439636, 0.8205803036689758, 0.8202353119850159, 0.8243030309677124, 0.7900676131248474]"
"""because i can do the best work of my career there."" i think that constitutes fun, or at least satisfaction. any company that prevents employees from working productively, despite increasing demands upon said productivity - misery all around. i don't care about fancy gyms, i want respect and efficiency. and yes, not to drop dead at age 50 from a heart attack.","['best career work', 'employee productivity', 'respect', 'efficiency', 'avoid early death']",employee productivity,0.8229496479034424,"[0.8102102279663086, 0.8229496479034424, 0.7826815843582153, 0.784623384475708, 0.792676568031311]"
"""but i certainly would fire any of my employees who would consider flag-burning as an act of defiance. it's not. it's childish and immature behavior, and those who would do such a thing would be unworthy of public employment."" actually, i once told my wife that if an amendment were actually passed banning flag-burning, i would burn one the next day on the steps of the supreme court. it's not necessarily an act of childish defiance; it can be an all-in statement of what is important about this country. by the way, flag-burning is required by law. last time i looked, it was the only proper way to dispose of a flag too worn to be flown any more.","['flag-burning as defiance', 'childish and immature behavior', 'unworthy of public employment', 'banning flag-burning', 'proper flag disposal']",banning flag-burning,0.8397135138511658,"[0.8221156001091003, 0.8244431018829346, 0.8227702975273132, 0.8397135138511658, 0.8197595477104187]"
"""but i strongly reject the oft-heard accusations from the left that opposition to whatever identity-politics goal it pursues can only be based in hate."" in the case of religion-based homophobia, you have a point. i expect that in many cases it is based not in personal hate, but rather in the alternative evil of ""i was only following orders.""","['reject identity-politics accusations', 'hate basis for opposition', 'religion-based homophobia', 'personal hate', 'following orders']",religion-based homophobia,0.854938805103302,"[0.8476678729057312, 0.8290627002716064, 0.854938805103302, 0.816663384437561, 0.8068593740463257]"
"""but as a christian, i don't have the luxury or authority to slice and dice (though some try) and adhere to only those passages of the bible that are culturally acceptable. from beginning to end, i believe the bible is the infallible word of god and i accept it in whole, not in part. as such, i believe the bible is clear that homosexuality is a sin."" what this man doesn't realize is that he is saying that it's a sin to be born, making it a sin to live a life no matter what, which i find to be preposterous. it is simply an antiquated view that is taught in varying degrees by various religions and only serves to keep people divided by ignorance. it teaches non-acceptance of anyone that doesn't share their particular view and causes them to try to deny others to have the same rights as they do. the bible can't be used to try to justify their actions nor the harm that it has caused others to have to endure.","['Biblical interpretation', 'Homosexuality as sin', 'Infallible word of God', 'Antiquated religious views', 'Rejection and division']",Homosexuality as sin,0.8094998002052307,"[0.7864254713058472, 0.8094998002052307, 0.8036193251609802, 0.8004145622253418, 0.7983219027519226]"
"""but let's start with the basics. any nation wishing to declare independence should meet three essential elements: a strong central government, control of defined territory and security. the palestinian authority does not yet meet any of them."" historians would strongly disagree with you. around sometime late eighteenth century some thirteen odd british colonies did ""declare independence"" without any resemblance of ""strong central government"" with its territory controlled by the british. today a certain french foreign minister called it a ""hyper-power"" and not a ""failed state"". please check upon a historian or read up your history. trust me! it is true!!","['Declare independence', 'Strong central government', 'Control of defined territory', 'National security', 'Historical precedents']",Control of defined territory,0.8206705451011658,"[0.8007166981697083, 0.8166526556015015, 0.8206705451011658, 0.8084805607795715, 0.7962121963500977]"
"""casino taxes and development revenue from the city's three casinos generate about $11 million a month for detroit."" and where does this revenue come from? thin air? the writer has to know this is a negative sum game, not even a zero sum game. for every dollar the city takes in, you can be sure the casino operators take at least five. the people who spend this money are overwhelmingly those who can't afford it, so that the 11 million they get back in services is less than what they lost in the first place. at the end of the day, the casino ends up making no new product, or service, other than escapist entertainment. but, but, but, you say, the casino puts the money back in the community. i bet. see the piece by professor simon on atlantic city. maybe the money does come out of thin air -- canadians and non-detroiters. well that's great. here you go, paul. sorry, peter.","['Detroit casino tax revenue', 'Casino revenue source', 'Negative sum game', 'Casino operator profits', 'Escapist entertainment']",Detroit casino tax revenue,0.8268505334854126,"[0.8268505334854126, 0.7901934385299683, 0.8106297254562378, 0.8061251640319824, 0.8054542541503906]"
"""city officials and cycling advocates say that the expanded network has already proved successful, increasing riders' safety while promoting a greener means of urban transportation. opponents complain about the loss of parking and unloading space, as well as constricted traffic."" well, then, i would say it's already a success on both counts!","['Expanded cycling network', 'Increased rider safety', 'Greener transportation', 'Parking space loss', 'Constricted traffic']",Expanded cycling network,0.8540058135986328,"[0.8540058135986328, 0.8371570706367493, 0.8280084133148193, 0.8261251449584961, 0.840112566947937]"
"""civilians and even humanitarian workers are afraid to assist victims for fear they may be killed in a second strike."" it's worth pointing out that attacking people trying to assist victims in a second strike is a violation of the first geneva convention, which the united states has signed. this rule was put in place specifically to prevent the kind of situation where an attack has occurred, medics try to rescue the wounded, and somebody just starts killing medics. that means that anyone ordering those sorts of strikes (which are definitely happening) is a war criminal.","['fear of second strike', 'violation of Geneva Convention', 'attacking aid workers', 'killing medics', 'war criminal']",attacking aid workers,0.8227453827857971,"[0.8163788318634033, 0.8121797442436218, 0.8227453827857971, 0.8178963661193848, 0.8061394691467285]"
"""despite consistently high popular support for legalization, congress has failed to act."" i keep reading this bogus claim peddled by pro-amnesty enthusiasts about enormous support for ""legalization"" of illegal immigrants, but have yet to see any evidence of it. as a matter of fact, the reverse is true as proven by the rise of trump and other politicians who are campaigning against illegal immigration. why does the nyt keep publishing this falsehood?","['High popular support, legalization stalled', 'Pro-amnesty claims, lacking evidence', 'Reverse is true', 'Rise of anti-immigration politicians', 'NYT publishing falsehood']","High popular support, legalization stalled",0.8575517535209656,"[0.8575517535209656, 0.8379302620887756, 0.8151575326919556, 0.853432834148407, 0.8359693288803101]"
"""do immigrants take jobs from american-born workers?"" seems to imply those jobs belong to native-born workers by right. that's an interesting perspective, particularly given how america advertises itself as a meritocracy, where the jobs go to the hardest working and most skilled. mr. camarota is re-treading the same arguments raised by 19th century know-nothings. america has not imploded from immigration since then. successive generations of nativists have frothed about irish, italians, polish, chinese immigrants coming to steal american jobs. yet america has became a superpower in those years. so is immigration really killing the job market? or maybe we should look instead at what's different now? perhaps the more significant cause of the decline in employment opportunities is because jobs are being shipped to countries like china or sri lanka? or perhaps it's because there is a lack in upwards social mobility through failing public education and rising costs of higher education?","['Immigrants take jobs', 'American meritocracy', '19th-century nativism', 'Job market decline', 'Failing public education']",19th-century nativism,0.8324919939041138,"[0.8178781867027283, 0.8200903534889221, 0.8324919939041138, 0.8036718964576721, 0.816484272480011]"
"""enrollees would avoid wasteful medical care because they would get to keep the savings. sixty million newly cost-conscious consumers would put so much downward pressure on prices, health care for seniors and everyone else would become more affordable"". in what fantasy world do these health-care deniers live? do they really imagine lots of elders getting a bunch of ""wasteful"" medical care for fun? you know, instead of golf. and who are these ""cost-conscious consumers"" driving down the prices? i can see it now. hey honey, doc says i have brain tumor. let's call around, see where i can get the cheapest surgeon. avoiding ""wasteful medical care"" is a euphemism for not being able to afford medical care and so not receiving it. over sixty five? can't get the care you need with your ""cash-transfer""? no problem, you can ""choose"" death or bankruptcy. (80% of bankruptcies result from medical crises). how does this guy sleep nights?","['Wasteful medical care savings', 'Cost-conscious consumers', 'Affordable healthcare', 'Avoiding necessary care', 'Death or bankruptcy']",Cost-conscious consumers,0.831089437007904,"[0.8161109685897827, 0.831089437007904, 0.8097504377365112, 0.7874109148979187, 0.7939854264259338]"
"""everyone is entitled to his own opinion, but not his own facts."" ---- daniel patrick moynihan all schools should attempt to teach students facts. give the students, as they mature, the ability to reach their own opinions based upon those facts.","['entitled to own opinion', 'not own facts', 'teach students facts', 'reach own opinions', 'opinions based on facts']",teach students facts,0.8415308594703674,"[0.8125436902046204, 0.8253435492515564, 0.8415308594703674, 0.8069888353347778, 0.8227397799491882]"
"""from beginning to end, i believe the bible is the infallible word of god and i accept it in whole, not in part."" ah, yes. so given that god's word in the bible is infallible, we should be putting gay people to death, right? ""god gave them over to shameful lusts. even their women exchanged natural sexual relations for unnatural ones. 27 in the same way the men also abandoned natural relations with women and were inflamed with lust for one another...although they know god's righteous decree that those who do such things deserve death, they not only continue to do these very things but also approve of those who practice them.""","['Bible as infallible word of God', 'Acceptance of the Bible in whole', 'Death penalty for homosexuals', ""God's judgment on lust"", 'Shameful lusts and unnatural relations']",Bible as infallible word of God,0.8334094285964966,"[0.8334094285964966, 0.823384702205658, 0.8108190298080444, 0.8207212090492249, 0.8238004446029663]"
"""granted, legalizing the profession might make it attractive for sex traffickers but the benefits outweigh this prospect."" !!? the benefits of receiving tax revenue for the state outweighs the negative aspects of having 12 year old girls being sex trafficked into brothels and coerced to work on the streets?! what kind of logic is that, and what kid of person are you ms. unigwe?","['Legalizing sex work', 'Sex trafficking risk', 'Tax revenue benefits', 'Child sex trafficking', ""Unigwe's logic""]",Child sex trafficking,0.829634964466095,"[0.8234332799911499, 0.8137889504432678, 0.817313551902771, 0.829634964466095, 0.8228076696395874]"
"""human beings need copious food and drink to survive, let alone run a marathon. strictly speaking, we all ingest performance-enhancing substances all the time."" the last time i checked this was called ""eating."" if an athlete did not regularly ingest what is commonly referred to as ""food and drink"", he or she would die within a few days. i understand the nature of the ""slippery slope"" but i think that reasonable people may be able to distinguish between ""eating"" and taking drugs. i have never before seen such a text-book case of a ""reductio ad absurdum"" argument.","['Food and drink for survival', 'Performance-enhancing substances', 'Eating as ingestion', ""Athlete's need for food"", 'Reductio ad absurdum argument']",Performance-enhancing substances,0.8482617139816284,"[0.8135069012641907, 0.8482617139816284, 0.787659764289856, 0.8174921870231628, 0.821725606918335]"
"""i -... - would not support the idea if i doubted our ability to put environmental safeguards in place."" putting ""environmental safeguards"" in place and preventing disasters are not the same thing. standard, well intentioned engineering practice in oil production, refining, and transport includes safeguards like double and triple redundant fail safe systems. still, engineered systems fail and all too recently we've had well-head blowouts (deep water horizon), refinery explosions and fires, and oil transport disasters ranging from pipeline ruptures to tank train derailments to the exxon valdez. imagine a perfect storm situation off virginia beach where a well head blowout coincided with a hurricane sandy. crude oil from the chesapeake to iceland and a potentially mortal blow to already fragile shore communities and fisheries along the way. the only way to be 100% sure that the east coast won't suffer catastrophic damage from oil production is to outlaw the outlandishly risky exploitation of hydrocarbons in our salty ocean waters.","['environmental safeguards', 'engineered systems fail', 'oil production disasters', 'catastrophic damage', 'outlaw risky exploitation']",engineered systems fail,0.826060950756073,"[0.8091457486152649, 0.826060950756073, 0.8186331987380981, 0.7981371879577637, 0.8136462569236755]"
"""i believe the bible is the infallible word of god and i accept it in whole, not in part. as such, i believe the bible is clear that homosexuality is a sin"" your god is an ancient supernatural entity that exists in imagination only. the bible was written by human beings documenting ancient superstitions. as long as you cling to your superstitions rational dialogue is not possible.","['Biblical inerrancy', 'Homosexuality as sin', 'Ancient supernatural entity', 'Human-authored Bible', 'Superstition hinders dialogue']",Human-authored Bible,0.8511186838150024,"[0.7791804075241089, 0.8311931490898132, 0.8393779993057251, 0.8511186838150024, 0.8206561207771301]"
"""i believe the bible is the infallible word of god and i accept it in whole, not in part."" that about closes the door to any view that would modify scripture. the best that can be achieved is agreement to differ, and where there is opportunity to decrease the opposition's influence, it will be pursued. that includes intruding upon an opponent's civil rights and limiting their self-expression. it is there that the state must place a limit upon a religious believer, and point out that one's civil rights dominate every religion's desire to enforce its will upon another's.","['Biblical inerrancy', 'Whole Bible acceptance', 'No scriptural modification', 'Differing viewpoints', 'State limits religious enforcement']",No scriptural modification,0.8288478851318359,"[0.7756635546684265, 0.8256729245185852, 0.8288478851318359, 0.7894638180732727, 0.8255946040153503]"
"""i don't care what she does with her life, as long as she's happy."" this innocent and throw-away is a cliche of contemporary life in the west. i hope ms small reflects on the risks that may be implied by these words. although happiness may be venerated in america, an anthropologist should be more critical.","['happiness as life goal', 'Western cliche', 'risks of happiness', 'anthropological critique', 'American veneration of happiness']",American veneration of happiness,0.846320629119873,"[0.8222154974937439, 0.8294423818588257, 0.8194383382797241, 0.8028167486190796, 0.846320629119873]"
"""i must study politics and war, that my sons may have liberty to study mathematics and philosophy, geography, natural history and naval architecture, navigations commerce, and agriculture, in order to give their children a right to study painting, poetry, music, architecture, statuary, tapestry, and porcelain."" letters of john addams addressed to his wife, edited by charles francis adams [1841}, vol. ii, letter 78 [1780]","['Study politics and war', 'Liberty to study mathematics', 'Right to study painting', 'Study of arts and sciences', 'Intergenerational education']",Liberty to study mathematics,0.8175082206726074,"[0.8090996146202087, 0.8175082206726074, 0.8160285353660583, 0.7743822336196899, 0.7623655200004578]"
"""i've also heard the argument that the pageant experience builds confidence and community among the participants; so does ""nerding out"" on the debate team or flashing across a lacrosse field. (and you still get to wear a skirt, if that's your thing.)"" i find it interesting that you use the term ""if that's your thing"" here, and support the girls who choose to build confidence and community through an experience other than pageantry. what if participating in pageants is ""your thing?"" by competing in pageants, i've met some of the most intelligent, hardworking young women in my community. i've gotten involved in my community on multiple levels, not just by promoting my personal platform (empowering teens to prevent dating violence). and i have gained communication skills that helped me to land a successful job in my career field within weeks of my college graduation. maybe pageants are ""my thing."" i don't see a problem with that--only the benefits.","['Pageant builds confidence', 'Community involvement', 'Develops communication skills', 'Successful career launch', 'Personal platform promotion']",Develops communication skills,0.8202624917030334,"[0.8056231737136841, 0.791946530342102, 0.8202624917030334, 0.7971843481063843, 0.8003606796264648]"
"""ideals that today's educated people take for granted - equal rights, free speech, and the primacy of human life over tradition, tribal loyalty and intuitions about purity - are radical breaks with the sensibilities of the past. these too are gifts of a widening application of reason."" sadly we can't take these ideals for granted anymore. have you not been following the republican campaign?","['Equal rights', 'Free speech', 'Primacy of human life', 'Radical breaks with the past', 'Gifts of reason']",Radical breaks with the past,0.85369873046875,"[0.8227975964546204, 0.8180090188980103, 0.8207942247390747, 0.85369873046875, 0.8304780721664429]"
"""in a culture that seems to be getting dumber and dumber...."" ""seems""? i don't recall people twenty years ago saying that the cure for unwanted pregnancy was to ban contraception. or one of our two poltical parties which represents nearly half the population postulating that the cure for our financial crisis is less regulation, etc. the list of stupid and crazy things that litter our current landscape are just too great to even begin to enumerate. yes, i know people today cannot be openly racist, war-mongerers, etc. do you really believe that our ""smart bombs"" and ""smart phones"" make us smarter? it's true that thanks to some very smart individuals we have progressed scientifically but let's not confuse this with human progress. in spite of your counter-intuitive optimism we are just as likely to destroy the planet and ourselves ""by accident"" today as we were twenty or fifty years ago. i seriously doubt that even the average person's knowledge of basic geography is better today than that of my grandparents.","['Cultural decline', 'Contraception ban', 'Financial crisis solutions', 'Lack of regulation', 'Human progress illusion']",Lack of regulation,0.8062496185302734,"[0.7984453439712524, 0.7816720008850098, 0.806161105632782, 0.8062496185302734, 0.7993345856666565]"
"""in fact, i believe i'm called to engage those with whom i disagree, including l.g.b.t. advocates, sit down with them, if possible, and when feasible, work toward the common good without compromising our core principles."" pretty words but when i try to imagine what common good he imagines himself working with lgbt advocates toward i have to laugh. ""we won't persecute you if you get back in the closet""? ""have your civil unions but no adoption of children""? ""just don't 'flaunt' your perversity""?","['Engage with dissenters', 'Common good', 'Compromise principles', 'LGBT advocates', 'Civil unions/adoption']",Engage with dissenters,0.814099907875061,"[0.814099907875061, 0.796616792678833, 0.8006090521812439, 0.8122736215591431, 0.8131089806556702]"
"""in our training we show videos too - dozens and dozens of video depicting officers being murdered during routine encounters with ""nonviolent"" and ""unarmed"" subjects."" at one time in our history, more often and most likely a random citizen was unarmed. but today, given encouragement of the nra, you have to assume everyone is armed and not necessarily trained to exercise restraint.","['training videos officer murders', 'routine encounters unarmed subjects', 'citizen unarmed', 'NRA encouragement', 'assume everyone armed']",training videos officer murders,0.8354097604751587,"[0.8354097604751587, 0.8350417017936707, 0.8147588968276978, 0.8068024516105652, 0.8342974781990051]"
"""in some locations along california's coast, locals already exclude non-locals from the best surf breaks ..."" wow. just wow. surf breaks are a public resource, being in the ocean. the methods used to enforce this exclusion are verbal abuse, vandalism, aggressive surfing, leash-grabbing, and violence. did reed watson just endorse the use of violence to exclude people from public waterways? what methods would he approve of? do other people get to decide whether they want to keep reed off public property?","['Locals exclude non-locals from surf breaks', 'Verbal abuse at surf breaks', 'Vandalism at surf breaks', 'Aggressive surfing tactics', 'Violence at surf breaks']",Locals exclude non-locals from surf breaks,0.8633335828781128,"[0.8633335828781128, 0.8423749208450317, 0.8452462553977966, 0.8266081809997559, 0.8407644033432007]"
"""is there any evidence that those terrorists targeted by american drones are in compliance with the rule of law? ...... if terrorists are under no such ""legal obligations,"" it would seem that drone operators are not bound by them either!"" so, if my neighbor breaks the law, then i get to do so also? i cannot believe that anyone would argue that ""someone else is doing evil things"" so therefore there is no reason for the us government to behave in a moral and lawful way in the world. the america i knew in my childhood is dead.","['Drone strikes legality', 'Terrorist compliance with law', 'Moral implications of drone warfare', 'Neighbor analogy to US actions', 'Erosion of American ideals']",Moral implications of drone warfare,0.834419310092926,"[0.7980450987815857, 0.8154009580612183, 0.834419310092926, 0.8182023167610168, 0.8079128861427307]"
"""it is a news media-driven misperception that parents who claim philosophical or religious exemptions are uneducated or misinformed. most parents who individualize the vaccine schedule are actively educating themselves, continually assessing their family's specific health needs, and doing everything they can to keep their children safe and healthy."" ms. margulis offers no data to support her blanket assertion about the industry and motivation of ""most parents,"" a position which, on its face, seems improbable given the breadth and weight of scientific evidence supporting immunization which is not subject to reasonable dispute. based on anecdotal information, ""most parents"" are refusing to vaccinate their children based on their gross misunderstandings and unwarranted fears of the alleged risks of immunization, or based on their unique interpretations of religious dictates. if you intend to offer relevant commentary, ms. margulis, it should be evidence-based. your personal opinions are no more interesting (or informed) than mine.","['Vaccine exemptions misperception', 'Educated parents vaccinate', 'Individualized vaccine schedules', 'Misunderstandings fuel vaccine refusal', 'Evidence-based commentary needed']",Evidence-based commentary needed,0.8291458487510681,"[0.8096575140953064, 0.8121232986450195, 0.8187422752380371, 0.8263774514198303, 0.8291458487510681]"
"""it is unclear that it has created a populace significantly better informed or intellectually curious."" such a sad but true statement about post-ww2 higher education. i came to this opinion prepared to stomp on it, but find that i agree. in theory. if high school education meets the high standards mr. mcwhorter describes, and gives everyone, everyone, an opportunity to experience learning for its own mind-expanding sake. big if. another big if: if french departments continue to exist. how do we assure this when we have no central, unifying vision for our education system? without that, i'm afraid each institution will be making decisions individually based on the bottom line of immediate utility.","['Post-WW2 higher education', 'Lack of informed populace', 'High school education standards', 'Mind-expanding learning', 'Centralized education vision']",Mind-expanding learning,0.8430957198143005,"[0.8353267312049866, 0.8207070231437683, 0.8349442481994629, 0.8430957198143005, 0.8123804926872253]"
"""it is unworthy of excellent men to lose hours like slaves in the labour of calculation which could safely be relegated to anyone else if machines were used."" gottfried liebniz i looked that up on the internet. it took about 15 seconds. would it be more beneficial had i gone to the reference section of my library? it is worthy to spend one's time sorting, organizing, analyzing and synthesizing information, unworthy to just put in time.","['Machines for calculation', ""Waste of excellent men's time"", 'Delegating calculation tasks', 'Valuing information synthesis', 'Time spent wisely vs. unwisely']",Time spent wisely vs. unwisely,0.8195627927780151,"[0.7984978556632996, 0.8078143000602722, 0.8081083297729492, 0.8076342940330505, 0.8195627927780151]"
"""it makes little sense to single out universities from among philanthropies"" hear, hear! tax them all. there is no excuse for the continuing charade of ""nonprofit"" status. everyone should participate in the tax system, and the distortions of tax free status eliminated. the authors allege that not much money is at stake, but the fact is the congress doesn't even calculate the forgone revenue from tax free endowments. the endowments have so much political muscle, they've been able to avoid the taint of ""tax expenditure"" for their investment income, keeping the issue off the congressional radar.","['Tax universities and philanthropies', 'Eliminate nonprofit tax exemptions', 'Forgone tax revenue from endowments', 'Endowment political influence', 'Tax expenditure avoidance']",Forgone tax revenue from endowments,0.8528123497962952,"[0.8279876708984375, 0.8264040350914001, 0.8528123497962952, 0.8093460202217102, 0.812270998954773]"
"""it would be similar to pushing back the outfield fence in baseball, and nobody wants to see fewer home runs."" right on one count, wrong on the other. hey, i know, let's lower the rim so everyone can dunk. then it'll be even better, right? the assumption that fans are too stupid to appreciate nuance is why modern basketball is a dunking contest, modern baseball is a home run derby, and i've lost my patience with both. i can't be alone.","['outfield fence analogy', 'fewer home runs', 'lowering the rim', 'dunking contest', 'home run derby']",fewer home runs,0.8325003385543823,"[0.8168312907218933, 0.8325003385543823, 0.8245232701301575, 0.7977709174156189, 0.8231223225593567]"
